Original File name;Location;Suppliers Reference;Title;Description;Year;Creator;Keywords;caption;image_id;IMAGE LINK
292.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/135/1/1/9;SS Franconia, Mombasa Docks;"Stern end view of the SS Franconia tied up at Kilindini Harbour. There are people in the water nearby. The Franconia was the sister ship of the Laconia and looked very similar, which suggests the possibility that one or both of the images 1999/135/1/1/8 and 1999/135/1/1/9 were wrongly labelled.

Original manuscript caption: S.S. Franconia";[1920s];;Kenya;SS Franconia, Mombasa Docks;123850;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/c8ac1f9e101b16127f901d3eff1b47a1
412.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/8;Governor of Kenya, Sir Phillip Mitchell;The Govenor of Kenya, wearing a helmet with a plume of feathers, greets an African elder dressed in a leopard skin neck ruff and a plume of feathers on his head.  Surrounding them are other African chiefs awaiting the arrival of the royal party.;Feb-52;;Kenya;Governor of Kenya, Sir Phillip Mitchell;115508;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/5416928811d176d3c003cf6542f7042d
BEC-2000-084-[No.1040].tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/4/84;View of the Almnara Tower, Mogadishu;"View of a Mogadishu street scene with the Mnara Tower in the distance and a railway line running alongside.

Typescript caption: Mogadiscio - La torre Mnara e terreno circostante come era nel febbraio 1935";Feb-35;;Somalia;View of the Almnara Tower, Mogadishu;237529;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/73dd137747fea996f50c7422dae9eeae
8987.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/2;Preparing for the Royal visit;One European AA officer with beret attaching a sign to a hedge while another, African, officer with a fez holding an additional sign.  A Landrover marked 'Road Service' is parked in the background.;[January] 1952;;Kenya;Preparing for the Royal visit;118748;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/57351e4772edd02078d1e764d7d083c7
289.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/135/1/1/5;SS Harmonides with train cargo;Close up view of the SS Harmonides with cranes lowering a power bogie onto the dockside at Kilindini harbour. Workmen are standing nearby. Part of a series showing the locomotive's unloading.;[1920s];;Kenya;SS Harmonides with train cargo;118030;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/b4a7833d93ad5c32da197096f1add2eb
9000.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/18;Press gathered at Government House;Press photographers and journalists, both European and Asian, gather at a garden party at Government House, Nairobi, to take pictures of the Royal party.;Feb-52;;Kenya;Press gathered at Government House;116267;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/f9f9d4eb9418dcded0a35877f98727cd
BEC-2000-084-044.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/6/5/45;Postcard of Somali camels;"Postcard showing camels in the Somali countryside, attended by a group of young men.

Printed caption: A.O.I. - Camelli somali";c. 1940;;Somalia;Postcard of Somali camels;238192;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/28f7cc026e5091aeade6abd5e051260e
BEC 2000-084 [Album-Somalia-selected photos] 27.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/3/101;Portrait of a Somali weaver;Portrait of a Somali man weaving on a hand loom.;c. 1940;;Somalia;Portrait of a Somali weaver;234845;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/eb34eb264abe6abe0cbdd4e111fb09ea
BEC-2000-084-049.tif;British Empire and Commonwealth Collections at Bristol Archives;2000/084/1/1/6/5/50;Antelope, Somalia;Postcard produced by A. Parodi showing an antelope in the Somali countryside.;c. 1940;;Somalia;Antelope, Somalia;238190;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/a684f3ea578b99711f75626f8829d129
2801.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/48;No. 16 steam locomotive in Jamaica;"Profile shot of number 16, a steam locomotive designed and built for the Jamaica Railway by Rogers Locomotive Company, USA. 
Caption in the negative reads: Rogers Locomotive Company. Paterson, New Jersey - United States of America. 
Caption reads: Cylinders 18 x 24""
Gauge 4' 8½"" Driving Wheels 56""
Rigid Wheelbase 11' 11"" Total Wheelbase 22' 4""
Weight Working Order 10800tbs On Drivers 81,600tbs";1894-1895;;Jamaica;No. 16 steam locomotive in Jamaica;116820;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/2dfc0e3b753b4ddd8ab2dc2d1c55be7b
2795.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/42;Completion of tunnel No. 15, Jamaica;"Two engineers pose amongst the rubble at the entrance to newly completed railway tunnel 'No. 15'. The tunnel is shown before the construction of the railway track that would later run beneath it as part of the Port Antonio extension line.
Caption in the negative reads: 2. Tunnel No.15, East End. Port Antonio Extension, Jamaica Railway.";1894-1895;;Jamaica;Completion of tunnel No. 15, Jamaica;120249;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/09671dcc12eccab39b23ae771a98372b
2787.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/34;Port Antonio extension line, Jamaica;"A roughly-built wooden railway car sits on the tracks at the bottom of a steep incline. Opening in 1896, this stretch of track was part of the Port Antonio extension line.
Caption in the negative reads: 8. Incline to Tunnels. Port Antonio Extension. Jamaica Railway";1894-1895;;Jamaica;Port Antonio extension line, Jamaica;116460;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/1fffc6799617648ee04ad7443b1cd38d
9767.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/25/27;A partially completed railway bridge, Trinidad;"Lengths of timber lie on the ground beside a partially completed railway bridge, built to carry the Sangre Grand railway line across the Guanapo River. 
Caption reads: Sangre Grand and Railway, Trinidad Bridge over the Guanapo River.";[c.1895];;Trinidad & Tobago;A partially completed railway bridge, Trinidad;121831;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/ce0d6988a252874b1eca9b6edde0c601
2788.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/35;Railway tunnel No. 5, Jamaica;"Tunnel 'No. 5', shown before the construction of the railway track that would later run beneath it as part of the Port Antonio extension line.
Caption in the negative reads: 7. Tunnel No.5 West End. Port Antonio Extension. Ja. Ry.";1894-1895;;Jamaica;Railway tunnel No. 5, Jamaica;116067;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/cbd90b9b6c1fb25d01066850c4c1a753
2767.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/14;Highroad Crossing, Jamaica;"Two arched road bridges span the newly completed railway track at 'Highroad Crossing', located on an extension line running between Porus and Montego Bay.
Caption in the negative reads: 96¾ miles. Highroad Crossing.";1894-1895;;Jamaica;Highroad Crossing, Jamaica;119177;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/6d57b5d097ff849485184e8bc608116c
2768.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/15;Cambridge railway station, Jamaica;"A man crosses the tracks outside Cambridge railway station, located on an extension line running between Porus and Montego Bay.
Caption in the negative reads: 98 miles. Cambridge Station.";1894-1895;;Jamaica;Cambridge railway station, Jamaica;120711;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/48414466be1b59787b18788a52375fa2
11714.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/33/52;Waterloo bank and culvert, Sierra Leone;"View showing Waterloo bank and culvert under construction.
Caption reads: No 64 Waterloo (Bank & Culvert) from Songo side looking up Stream. 10 Oct. 97";1897;;Sierra Leone;Waterloo bank and culvert, Sierra Leone;116844;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/30e8362872736688d974b9d664afc280
2796.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/43;Railway tunnel, Jamaica;View from inside a railway tunnel looking out towards a man who stands on the tracks. A second tunnel is visible in the distance.;1894-1895;;Jamaica;Railway tunnel, Jamaica;116066;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/464a2f1e93e56edd9f54d3526f2d4cbf
11720.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/33/58;Orogon Viaduct, Sierra Leone;"View of girder being moved during the construction of Orogon Viaduct.
Caption reads: No. 71 Orogon Viaduct. 3.12.97";1897;;Sierra Leone;Orogon Viaduct, Sierra Leone;116850;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/6e53d730b63f0bb4bd687db822bded8b
9012.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/41;Nurses outside the King George VI Hospital, Nairobi;Outside the main entrance of the hospital stand a group of African nurses on either side of the entrance.  Each group is being addressed by a European sister.  All of the nurses wear white head scarfs.  In the centre of the entrance stand a number of European men in suits, possibly hospital officials.;Feb-52;;Kenya;Nurses outside the King George VI Hospital, Nairobi;119106;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/ad75d740923f9c8760ef127ffc7caec2
9021.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/57;Princess Elizabeth is driven past onlookers;An open topped car speeds past the camera carrying Princess Elizabeth and the Duke of Edinburgh to Nairobi's City Hall.  The Duke of Edinburgh is partially obscured by the window of the car but can be seen waving his left hand.  Princess Elizabeth is seen smiling to the crowds of people who line the road.;Feb-52;;Kenya;Princess Elizabeth is driven past onlookers;116244;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/41ae9d68b7a9fd84f29123e0fc9bdc00
9010.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/34;Leaving by limousine from Government House;Princess Elizabeth and the Duke of Edinburgh are about to climb into a waiting limousine outside Government House.  There is an African chauffeur in the driving seat.  In the background stand a party of children waving Union Jack flags.;Feb-52;;Kenya;Leaving by limousine from Government House;114600;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d644f747372f76f05be61b6da7e0156e
2762.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/9;Ipswich railway station, Jamaica;"Wooden buildings constructed on cleared forest land surround the track at Ipswich railway station, located on an extension line running between Porus and Montego Bay.
Caption in the negative reads: 85¾ miles. Ipswich Station.";1894-1895;;Jamaica;Ipswich railway station, Jamaica;118905;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/234843d85dd9013e00a6d63e24231876
2761.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/8;Mountainside tunnel, Jamaica;"Three men stand at the entrance to a railway tunnel cut into the side of a mountain, located on an extension line running between Porus and Montego Bay.
Caption in the negative reads: 83¾ miles. Mountainside tunnel.";1894-1895;;Jamaica;Mountainside tunnel, Jamaica;117972;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/27a373a0eb68e087efac3c216cd9b035
9769.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/25/31;Railway bridge over Aripo River, Trinidad;"A railway bridge under construction by Trinidad Government Railways over the Aripo River on the Sangre Grande extension line.
Caption reads: Sangre Grande Railway.  Bridge over the Aripo River.";[c.1895];;Trinidad & Tobago;Railway bridge over Aripo River, Trinidad;116105;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/0ff811703db033c2503fc5219a6366bf
2052.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/2/2/2/1/20;Firing Point, Entebbe;"A group of European men, accompanied by their African servants, take practice shots from the top of a mound of earth constructed as a firing point. 

Original manuscript caption: Firing point Entebbe 
Annual Meeting";c. 1930;;Uganda;Firing Point, Entebbe;119623;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d57f178dd6bc16557ecf70d94e31b6e6
8984.tif;British Empire and Commonwealth Collections at Bristol Archives;2001/090/1/4/1/53;Nairobi Cathedral;Photograph showing Nairobi Cathedral surrounded by trees on either side and grass to the foreground. Possibly a back or side elevation.;Feb-52;;Kenya;Nairobi Cathedral;121443;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d7106db332181283f1e0511b03759543
2809.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/56;Third class carriage, Jamaica;A Jamaica Railway third class carriage with open windows, inscribed J. R. No.22.;1894-1895;;Jamaica;Third class carriage, Jamaica;114456;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/29ee2f6bb79e664e371ca9e8afe85e2b
2811.tif;British Empire and Commonwealth Collections at Bristol Archives;1999/221/1/62/58;Third class carriage, Jamaica;A Jamaica Railway third class carriage sits on rails at a siding.;1894-1895;;Jamaica;Third class carriage, Jamaica;114457;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d821c87c4a9e6762ec75a0fa8408268b
